Mapping_ID_Emp_Id,Skillset,Skill_Id
667,\uf0fc\tcomposite to sdi video conversion/embedding audio: selenio frame,1402
667,harris x75sd,1403
667,\uf0fc\tasi/mpeg ts analysis tools - dvstation,1404
667,dektec,1405
679,software installation,1406
679,server administration,1407
679,microsoft certified professional,1408
679,windows 8,1409
679,hyper-v,1410
679,symantec endpoint protection,1411
679,symantec backup,1412
679,wsus,1413
679,dns administration,1414
679,file servers,1415
679,data recovery,1416
679,domain controller,1417
679,ghost imaging,1418
679,juniper switches,1419
679,filezilla,1420
679,microsoft windows 98,1421
679,print servers,1422
680,back office operations,1423
689,sales force testing,1424
693,quality control,1425
693,project documentation,1426
694,selenium java,1427
700,rest apis,1428
700,j unit,1429
700,jiira,1430
702,webdriver,1431
702,excel macro,1432
702,macro,1433
703,income tax,1434
703,tax deducted at source (tds),1435
703,treasury management,1436
703,goods and services tax (gst),1437
703,provident fund,1438
704,pcnse,1439
704,ipsec vpn,1440
704,juniper srx,1441
704,acl,1442
704,network load balancing,1443
704,ccna certified,1444
704,palo alto networks,1445
704,cisco wlc,1446
704,cisco ap,1447
708,autocad,1448
709,salesforce.com development,1449
709,salesforce sales cloud,1450
709,soql,1451
709,salesforce admin,1452
710,central excise,1453
710,bank reconciliation,1454
710,accounts payable,1455
710,tax,1456
710,value-added tax (vat),1457
710,accounts receivable,1458
710,tally erp,1459
710,finance,1460
710,accounts,1461
710,taxation,1462
710,tds,1463
710,e-tds,1464
710,softex,1465
710,sez & stpi,1466
710,export,1467
710,retail dispatch,1468
710,biling & dispatch,1469
711,animation,1470
711,hpqc,1471
711,cricket,1472
711,essays,1473
711,short stories,1474
713,vue.js,1475
713,.net core,1476
715,project leadership,1477
715,teradata,1478
715,gradle,1479
715,thymeleaf,1480
715,tactical planning,1481
715,project rollouts,1482
715,web application design,1483
715,project tracking,1484
716,web service,1485
717,oop,1486
717,social network analysis,1487
717,ucinet,1488
719,android sdk,1489
719,dotcms,1490
720,low level design,1491
729,asp,1492
730,java web services,1493
731,ms excel pivot tables,1494
731,loadrunner,1495
734,etl developer,1496
734,informatica developer,1497
734,talend open studio,1498
735,java persistence adapter,1499
735,getafix,1500
735,asl,1501
736,ui path,1502
736,rpas,1503
738,sharepoint framework (spfx),1504
738,angularts,1505
738,api development,1506
740,telecom oss,1507
740,brm,1508
743,oops,1509
743,d3.js,1510
745,sqoop,1511
745,flume,1512
745,apache pig,1513
745,titandb,1514
746,oss bss,1515
747,it automation,1516
747,"""ericssons online charging system""",1517
748,sports,1518
749,php applications,1519
750,scrum master,1520
750,test automation expert,1521
750,openstack cloud,1522
750,product owner,1523
750,digitalisation,1524
751,sap basis,1525
751,windows system administration,1526
751,dns server,1527
754,presentations,1528
754,hypothesis testing,1529
755,dns,1530
755,firewalls,1531
755,network security,1532
757,telecom billing,1533
757,prepaid charging,1534
758,wcf,1535
761,proposal writing,1536
761,customer acquisition,1537
761,software industry,1538
761,cold calling,1539
761,software sales,1540
762,taleo,1541
763,small business,1542
764,blazemeter,1543
765,azure admin,1544
765,sql azure,1545
765,cloud computing iaas,1546
765,mircosoft azure,1547
766,javaserver pages (jsp),1548
766,websphere mq,1549
766,rest service,1550
767,value-added services (vas),1551
767,technical account management,1552
767,system deployment,1553
767,smsc,1554
767,smpp,1555
767,ussd,1556
768,business process management,1557
768,etom,1558
769,telecommunication services,1559
770,application development,1560
770,j2ee,1561
770,intellij idea,1562
770,postman,1563
770,zuul,1564
770,svn,1565
770,mockito,1566
770,sts,1567
770,ribbons,1568
770,eureka,1569
770,load balancing,1570
772,cloudera impala,1571
773,digital signal processing,1572
778,video editing,1573
778,search engine marketing (sem),1574
778,sme,1575
778,food photography,1576
782,spring  core,1577
782,aws elastic beanstalk,1578
782,entity framework (ef) core,1579
782,java2se,1580
782,basics of entity framework,1581
782,mstest,1582
785,spreken in het openbaar,1583
785,engelse taal,1584
786,adb,1585
787,vrealize orchestrator,1586
787,vrealize automation,1587
788,ui/ux designer,1588
788,wireframing,1589
788,rapid prototyping,1590
788,ui designer,1591
788,interaction design,1592
788,user-centered design,1593
788,product design,1594
788,adobe dreamweaver,1595
788,adobe flash,1596
788,prototyping,1597
788,greensock,1598
788,ux research,1599
788,mobile design,1600
791,2g,1601
791,orchestration,1602
792,project implementation,1603
792,software implementation,1604
795,selinum,1605
817,angular7,1606
818,straight talk,1607
819,asp.net razor,1608
819,java script,1609
819,sqlserver,1610
819,kendo,1611
819,web services api,1612
820,javase,1613
820,spring batch,1614
820,angular 10,1615
821,ext js,1616
821,j2ee application development,1617
821,oracle fusion middleware,1618
821,osb,1619
822,quick learner,1620
822,hardworking,1621
822,punctual,1622
824,black box testing,1623
824,smoke testing,1624
824,test estimation,1625
824,test scenarios,1626
824,negative testing,1627
