Skill_Id,Skillset,Mapping_ID_Emp_Id
1404,\uf0fc\tasi/mpeg ts analysis tools - dvstation,667
1405,dektec,667
1406,software installation,679
1407,server administration,679
1408,microsoft certified professional,679
1409,windows 8,679
1410,hyper-v,679
1411,symantec endpoint protection,679
1412,symantec backup,679
1413,wsus,679
1414,dns administration,679
1415,file servers,679
1416,data recovery,679
1417,domain controller,679
1418,ghost imaging,679
1419,juniper switches,679
1420,filezilla,679
1421,microsoft windows 98,679
1422,print servers,679
1423,back office operations,680
1424,sales force testing,689
1425,quality control,693
1426,project documentation,693
1427,selenium java,694
1428,rest apis,700
1429,j unit,700
1430,jiira,700
1431,webdriver,702
1432,excel macro,702
1433,macro,702
1434,income tax,703
1435,tax deducted at source (tds),703
1436,treasury management,703
1437,goods and services tax (gst),703
1438,provident fund,703
1439,pcnse,704
1440,ipsec vpn,704
1441,juniper srx,704
1442,acl,704
1443,network load balancing,704
1444,ccna certified,704
1445,palo alto networks,704
1446,cisco wlc,704
1447,cisco ap,704
1448,autocad,708
1449,salesforce.com development,709
1450,salesforce sales cloud,709
1451,soql,709
1452,salesforce admin,709
1453,central excise,710
1454,bank reconciliation,710
1455,accounts payable,710
1456,tax,710
1457,value-added tax (vat),710
1458,accounts receivable,710
1459,tally erp,710
1460,finance,710
1461,accounts,710
1462,taxation,710
1463,tds,710
1464,e-tds,710
1465,softex,710
1466,sez & stpi,710
1467,export,710
1468,retail dispatch,710
1469,biling & dispatch,710
1470,animation,711
1471,hpqc,711
1472,cricket,711
1473,essays,711
1474,short stories,711
1475,vue.js,713
1476,.net core,713
1477,project leadership,715
1478,teradata,715
1479,gradle,715
1480,thymeleaf,715
1481,tactical planning,715
1482,project rollouts,715
1483,web application design,715
1484,project tracking,715
1485,web service,716
1486,oop,717
1487,social network analysis,717
1488,ucinet,717
1489,android sdk,719
1490,dotcms,719
1491,low level design,720
1492,asp,729
1493,java web services,730
1494,ms excel pivot tables,731
1495,loadrunner,731
1496,etl developer,734
1497,informatica developer,734
1498,talend open studio,734
1499,java persistence adapter,735
1500,getafix,735
1501,asl,735
1502,ui path,736
1503,rpas,736
1504,sharepoint framework (spfx),738
1505,angularts,738
1506,api development,738
1507,telecom oss,740
1508,brm,740
1509,oops,743
1510,d3.js,743
1511,sqoop,745
1512,flume,745
1513,apache pig,745
1514,titandb,745
1515,oss bss,746
1516,it automation,747
1517,"""ericssons online charging system""",747
1518,sports,748
1519,php applications,749
1520,scrum master,750
1521,test automation expert,750
1522,openstack cloud,750
1523,product owner,750
1524,digitalisation,750
1525,sap basis,751
1526,windows system administration,751
1527,dns server,751
1528,presentations,754
1529,hypothesis testing,754
1530,dns,755
1531,firewalls,755
1532,network security,755
1533,telecom billing,757
1534,prepaid charging,757
1535,wcf,758
1536,proposal writing,761
1537,customer acquisition,761
1538,software industry,761
1539,cold calling,761
1540,software sales,761
1541,taleo,762
1542,small business,763
1543,blazemeter,764
1544,azure admin,765
1545,sql azure,765
1546,cloud computing iaas,765
1547,mircosoft azure,765
1548,javaserver pages (jsp),766
1549,websphere mq,766
1550,rest service,766
1551,value-added services (vas),767
1552,technical account management,767
1553,system deployment,767
1554,smsc,767
1555,smpp,767
1556,ussd,767
1557,business process management,768
1558,etom,768
1559,telecommunication services,769
1560,application development,770
1561,j2ee,770
1562,intellij idea,770
1563,postman,770
1564,zuul,770
1565,svn,770
1566,mockito,770
1567,sts,770
1568,ribbons,770
1569,eureka,770
1570,load balancing,770
1571,cloudera impala,772
1572,digital signal processing,773
1573,video editing,778
1574,search engine marketing (sem),778
1575,sme,778
1576,food photography,778
1577,spring  core,782
1578,aws elastic beanstalk,782
1579,entity framework (ef) core,782
1580,java2se,782
1581,basics of entity framework,782
1582,mstest,782
1583,spreken in het openbaar,785
1584,engelse taal,785
1585,adb,786
1586,vrealize orchestrator,787
1587,vrealize automation,787
1588,ui/ux designer,788
1589,wireframing,788
1590,rapid prototyping,788
1591,ui designer,788
1592,interaction design,788
1593,user-centered design,788
1594,product design,788
1595,adobe dreamweaver,788
1596,adobe flash,788
1597,prototyping,788
1598,greensock,788
1599,ux research,788
1600,mobile design,788
1601,2g,791
1602,orchestration,791
1603,project implementation,792
1604,software implementation,792
1605,selinum,795
1606,angular7,817
1607,straight talk,818
1608,asp.net razor,819
1609,java script,819
1610,sqlserver,819
1611,kendo,819
1612,web services api,819
1613,javase,820
1614,spring batch,820
1615,angular 10,820
1616,ext js,821
1617,j2ee application development,821
1618,oracle fusion middleware,821
1619,osb,821
1620,quick learner,822
1621,hardworking,822
1622,punctual,822
1623,black box testing,824
1624,smoke testing,824
1625,test estimation,824
1626,test scenarios,824
1627,negative testing,824
